rivid,area_sqm,lon_index,lat_index,npoints,lsm_grid_lon,lsm_grid_lat
17239274,0,691,439,1,-96.20833333333672,42.29166666666572
17239490,0,691,439,1,-96.20833333333672,42.29166666666572
17240334,0,691,439,1,-96.20833333333672,42.29166666666572
17240356,0,691,439,1,-96.20833333333672,42.29166666666572
17240272,0,691,439,1,-96.20833333333672,42.29166666666572
17239722,0,691,439,1,-96.20833333333672,42.29166666666572
17240372,0,691,439,1,-96.20833333333672,42.29166666666572
17239228,0,691,439,1,-96.20833333333672,42.29166666666572
17239218,0,691,439,1,-96.20833333333672,42.29166666666572
17239354,0,691,439,1,-96.20833333333672,42.29166666666572
17239584,0,691,439,1,-96.20833333333672,42.29166666666572
17238862,0,691,439,1,-96.20833333333672,42.29166666666572
17240368,0,691,439,1,-96.20833333333672,42.29166666666572
17239586,0,691,439,1,-96.20833333333672,42.29166666666572
17239224,0,691,439,1,-96.20833333333672,42.29166666666572
17239614,0,691,439,1,-96.20833333333672,42.29166666666572
17239296,0,691,439,1,-96.20833333333672,42.29166666666572
17239378,0,691,439,1,-96.20833333333672,42.29166666666572
17240190,0,691,439,1,-96.20833333333672,42.29166666666572
17239322,0,691,439,1,-96.20833333333672,42.29166666666572
17240252,0,691,439,1,-96.20833333333672,42.29166666666572
17240362,0,691,439,1,-96.20833333333672,42.29166666666572
17240184,0,691,439,1,-96.20833333333672,42.29166666666572
17239810,0,691,439,1,-96.20833333333672,42.29166666666572
17239672,0,691,439,1,-96.20833333333672,42.29166666666572
17239484,0,691,439,1,-96.20833333333672,42.29166666666572
17239046,0,691,439,1,-96.20833333333672,42.29166666666572
17239596,0,691,439,1,-96.20833333333672,42.29166666666572
17240402,0,691,439,1,-96.20833333333672,42.29166666666572
17240394,0,691,439,1,-96.20833333333672,42.29166666666572
17239464,0,691,439,1,-96.20833333333672,42.29166666666572
17239394,0,691,439,1,-96.20833333333672,42.29166666666572
17239582,0,691,439,1,-96.20833333333672,42.29166666666572
17239248,0,691,439,1,-96.20833333333672,42.29166666666572
17240228,0,691,439,1,-96.20833333333672,42.29166666666572
17239452,0,691,439,1,-96.20833333333672,42.29166666666572
17240260,0,691,439,1,-96.20833333333672,42.29166666666572
17240290,0,691,439,1,-96.20833333333672,42.29166666666572
17239630,0,691,439,1,-96.20833333333672,42.29166666666572
17239626,0,691,439,1,-96.20833333333672,42.29166666666572
17239418,0,691,439,1,-96.20833333333672,42.29166666666572
17239416,0,691,439,1,-96.20833333333672,42.29166666666572
17239220,0,691,439,1,-96.20833333333672,42.29166666666572
17240292,0,691,439,1,-96.20833333333672,42.29166666666572
17240326,0,691,439,1,-96.20833333333672,42.29166666666572
17239734,0,691,439,1,-96.20833333333672,42.29166666666572
17239092,0,691,439,1,-96.20833333333672,42.29166666666572
17240390,0,691,439,1,-96.20833333333672,42.29166666666572
17240378,0,691,439,1,-96.20833333333672,42.29166666666572
17239668,0,691,439,1,-96.20833333333672,42.29166666666572
17240348,0,691,439,1,-96.20833333333672,42.29166666666572
17240350,0,691,439,1,-96.20833333333672,42.29166666666572
17239460,0,691,439,1,-96.20833333333672,42.29166666666572
17239304,0,691,439,1,-96.20833333333672,42.29166666666572
17240204,0,691,439,1,-96.20833333333672,42.29166666666572
17239362,0,691,439,1,-96.20833333333672,42.29166666666572
14624686,0,691,439,1,-96.20833333333672,42.29166666666572
14624682,0,691,439,1,-96.20833333333672,42.29166666666572
17239336,0,691,439,1,-96.20833333333672,42.29166666666572
17239236,0,691,439,1,-96.20833333333672,42.29166666666572
17239230,0,691,439,1,-96.20833333333672,42.29166666666572
17239238,0,691,439,1,-96.20833333333672,42.29166666666572
17240194,0,691,439,1,-96.20833333333672,42.29166666666572
17240358,0,691,439,1,-96.20833333333672,42.29166666666572
17239324,0,691,439,1,-96.20833333333672,42.29166666666572
17240232,0,691,439,1,-96.20833333333672,42.29166666666572
17240180,0,691,439,1,-96.20833333333672,42.29166666666572
17238860,0,691,439,1,-96.20833333333672,42.29166666666572
17239654,0,691,439,1,-96.20833333333672,42.29166666666572
17240318,0,691,439,1,-96.20833333333672,42.29166666666572
17239288,0,691,439,1,-96.20833333333672,42.29166666666572
17240200,0,691,439,1,-96.20833333333672,42.29166666666572
17239122,0,691,439,1,-96.20833333333672,42.29166666666572
17240234,0,691,439,1,-96.20833333333672,42.29166666666572
17240392,0,691,439,1,-96.20833333333672,42.29166666666572
17239226,0,691,439,1,-96.20833333333672,42.29166666666572
17240278,0,691,439,1,-96.20833333333672,42.29166666666572
17240220,0,691,439,1,-96.20833333333672,42.29166666666572
17239402,0,691,439,1,-96.20833333333672,42.29166666666572
17239562,0,691,439,1,-96.20833333333672,42.29166666666572
17240274,0,691,439,1,-96.20833333333672,42.29166666666572
17239246,0,691,439,1,-96.20833333333672,42.29166666666572
17239616,0,691,439,1,-96.20833333333672,42.29166666666572
17239222,0,691,439,1,-96.20833333333672,42.29166666666572
17239518,0,691,439,1,-96.20833333333672,42.29166666666572
17240328,0,691,439,1,-96.20833333333672,42.29166666666572
17240340,0,691,439,1,-96.20833333333672,42.29166666666572
17240244,0,691,439,1,-96.20833333333672,42.29166666666572
17240316,0,691,439,1,-96.20833333333672,42.29166666666572
17240322,0,691,439,1,-96.20833333333672,42.29166666666572
17240320,0,691,439,1,-96.20833333333672,42.29166666666572
17240312,0,691,439,1,-96.20833333333672,42.29166666666572
17239598,0,691,439,1,-96.20833333333672,42.29166666666572
17239406,0,691,439,1,-96.20833333333672,42.29166666666572
17240386,0,691,439,1,-96.20833333333672,42.29166666666572
17239450,0,691,439,1,-96.20833333333672,42.29166666666572
17239264,0,691,439,1,-96.20833333333672,42.29166666666572
17239244,0,691,439,1,-96.20833333333672,42.29166666666572
17239252,0,691,439,1,-96.20833333333672,42.29166666666572
17239368,0,691,439,1,-96.20833333333672,42.29166666666572
17239278,0,691,439,1,-96.20833333333672,42.29166666666572
17239326,0,691,439,1,-96.20833333333672,42.29166666666572
17239016,0,691,439,1,-96.20833333333672,42.29166666666572
17239740,0,691,439,1,-96.20833333333672,42.29166666666572
17240400,0,691,439,1,-96.20833333333672,42.29166666666572
17240404,0,691,439,1,-96.20833333333672,42.29166666666572
17240344,0,691,439,1,-96.20833333333672,42.29166666666572
17240338,0,691,439,1,-96.20833333333672,42.29166666666572
17239376,0,691,439,1,-96.20833333333672,42.29166666666572
17239254,0,691,439,1,-96.20833333333672,42.29166666666572
17239384,0,691,439,1,-96.20833333333672,42.29166666666572
17240346,0,691,439,1,-96.20833333333672,42.29166666666572
17239026,0,691,439,1,-96.20833333333672,42.29166666666572
17239348,0,691,439,1,-96.20833333333672,42.29166666666572
17239436,0,691,439,1,-96.20833333333672,42.29166666666572
17240208,0,691,439,1,-96.20833333333672,42.29166666666572
17239724,0,691,439,1,-96.20833333333672,42.29166666666572
17239698,0,691,439,1,-96.20833333333672,42.29166666666572
17239340,0,691,439,1,-96.20833333333672,42.29166666666572
17240314,0,691,439,1,-96.20833333333672,42.29166666666572
17239580,0,691,439,1,-96.20833333333672,42.29166666666572
17239502,0,691,439,1,-96.20833333333672,42.29166666666572
17239032,0,691,439,1,-96.20833333333672,42.29166666666572
17239706,0,691,439,1,-96.20833333333672,42.29166666666572
17239108,0,691,439,1,-96.20833333333672,42.29166666666572
17240310,0,691,439,1,-96.20833333333672,42.29166666666572
17240332,0,691,439,1,-96.20833333333672,42.29166666666572
17239604,0,691,439,1,-96.20833333333672,42.29166666666572
17239572,0,691,439,1,-96.20833333333672,42.29166666666572
17239508,0,691,439,1,-96.20833333333672,42.29166666666572
17239412,0,691,439,1,-96.20833333333672,42.29166666666572
17240262,0,691,439,1,-96.20833333333672,42.29166666666572
17240246,0,691,439,1,-96.20833333333672,42.29166666666572
17239526,0,691,439,1,-96.20833333333672,42.29166666666572
17239878,0,691,439,1,-96.20833333333672,42.29166666666572
17238868,0,691,439,1,-96.20833333333672,42.29166666666572
17239356,0,691,439,1,-96.20833333333672,42.29166666666572
17239864,0,691,439,1,-96.20833333333672,42.29166666666572
17239426,0,691,439,1,-96.20833333333672,42.29166666666572
17239566,0,691,439,1,-96.20833333333672,42.29166666666572
17240198,0,691,439,1,-96.20833333333672,42.29166666666572
17239360,0,691,439,1,-96.20833333333672,42.29166666666572
17240302,0,691,439,1,-96.20833333333672,42.29166666666572
17239704,0,691,439,1,-96.20833333333672,42.29166666666572
17238864,0,691,439,1,-96.20833333333672,42.29166666666572
17239610,0,691,439,1,-96.20833333333672,42.29166666666572
17239480,0,691,439,1,-96.20833333333672,42.29166666666572
17239816,0,691,439,1,-96.20833333333672,42.29166666666572
14624680,0,691,439,1,-96.20833333333672,42.29166666666572
14621684,0,691,439,1,-96.20833333333672,42.29166666666572
14624690,0,691,439,1,-96.20833333333672,42.29166666666572
17238936,0,691,439,1,-96.20833333333672,42.29166666666572
14625306,0,691,439,1,-96.20833333333672,42.29166666666572
17238870,0,691,439,1,-96.20833333333672,42.29166666666572
17240412,0,691,439,1,-96.20833333333672,42.29166666666572
14624834,0,691,439,1,-96.20833333333672,42.29166666666572
14620654,0,691,439,1,-96.20833333333672,42.29166666666572
14620092,0,691,439,1,-96.20833333333672,42.29166666666572
17239082,0,691,439,1,-96.20833333333672,42.29166666666572
14624676,0,691,439,1,-96.20833333333672,42.29166666666572
14624674,0,691,439,1,-96.20833333333672,42.29166666666572
17239538,0,691,439,1,-96.20833333333672,42.29166666666572
17239540,0,691,439,1,-96.20833333333672,42.29166666666572
17239106,0,691,439,1,-96.20833333333672,42.29166666666572
17239110,0,691,439,1,-96.20833333333672,42.29166666666572
17241960,0,691,439,1,-96.20833333333672,42.29166666666572
14620502,0,691,439,1,-96.20833333333672,42.29166666666572
17238898,0,691,439,1,-96.20833333333672,42.29166666666572
17238904,0,691,439,1,-96.20833333333672,42.29166666666572
14624770,0,691,439,1,-96.20833333333672,42.29166666666572
14624694,0,691,439,1,-96.20833333333672,42.29166666666572
17239594,0,691,439,1,-96.20833333333672,42.29166666666572
14620080,0,691,439,1,-96.20833333333672,42.29166666666572
14618712,0,691,439,1,-96.20833333333672,42.29166666666572
14623278,0,691,439,1,-96.20833333333672,42.29166666666572
14620122,0,691,439,1,-96.20833333333672,42.29166666666572
17239302,0,691,439,1,-96.20833333333672,42.29166666666572
17238886,0,691,439,1,-96.20833333333672,42.29166666666572
17238878,0,691,439,1,-96.20833333333672,42.29166666666572
17239536,0,691,439,1,-96.20833333333672,42.29166666666572
17239500,0,691,439,1,-96.20833333333672,42.29166666666572
17239516,0,691,439,1,-96.20833333333672,42.29166666666572
14622990,0,691,439,1,-96.20833333333672,42.29166666666572
17239386,0,691,439,1,-96.20833333333672,42.29166666666572
17239488,0,691,439,1,-96.20833333333672,42.29166666666572
14620042,0,691,439,1,-96.20833333333672,42.29166666666572
17239624,0,691,439,1,-96.20833333333672,42.29166666666572
17239382,0,691,439,1,-96.20833333333672,42.29166666666572
17238968,0,691,439,1,-96.20833333333672,42.29166666666572
17238962,0,691,439,1,-96.20833333333672,42.29166666666572
17239446,0,691,439,1,-96.20833333333672,42.29166666666572
17239410,0,691,439,1,-96.20833333333672,42.29166666666572
17239576,0,691,439,1,-96.20833333333672,42.29166666666572
14624666,0,691,439,1,-96.20833333333672,42.29166666666572
17238930,0,691,439,1,-96.20833333333672,42.29166666666572
14624698,0,691,439,1,-96.20833333333672,42.29166666666572
14624804,0,691,439,1,-96.20833333333672,42.29166666666572
17239400,0,691,439,1,-96.20833333333672,42.29166666666572
17240366,0,691,439,1,-96.20833333333672,42.29166666666572
14624656,0,691,439,1,-96.20833333333672,42.29166666666572
17239542,0,691,439,1,-96.20833333333672,42.29166666666572
14620632,0,691,439,1,-96.20833333333672,42.29166666666572
14625314,0,691,439,1,-96.20833333333672,42.29166666666572
14624780,0,691,439,1,-96.20833333333672,42.29166666666572
14621072,0,691,439,1,-96.20833333333672,42.29166666666572
14621724,0,691,439,1,-96.20833333333672,42.29166666666572
17239510,0,691,439,1,-96.20833333333672,42.29166666666572
14621646,0,691,439,1,-96.20833333333672,42.29166666666572
17239644,0,691,439,1,-96.20833333333672,42.29166666666572
14625308,0,691,439,1,-96.20833333333672,42.29166666666572
17239544,0,691,439,1,-96.20833333333672,42.29166666666572
14621070,0,691,439,1,-96.20833333333672,42.29166666666572
14620472,0,691,439,1,-96.20833333333672,42.29166666666572
14624576,0,691,439,1,-96.20833333333672,42.29166666666572
14624616,0,691,439,1,-96.20833333333672,42.29166666666572
14624818,0,691,439,1,-96.20833333333672,42.29166666666572
17239532,0,691,439,1,-96.20833333333672,42.29166666666572
17238934,0,691,439,1,-96.20833333333672,42.29166666666572
17238922,0,691,439,1,-96.20833333333672,42.29166666666572
14621040,0,691,439,1,-96.20833333333672,42.29166666666572
14621052,0,691,439,1,-96.20833333333672,42.29166666666572
14624824,0,691,439,1,-96.20833333333672,42.29166666666572
17239080,0,691,439,1,-96.20833333333672,42.29166666666572
17238872,0,691,439,1,-96.20833333333672,42.29166666666572
17238912,0,691,439,1,-96.20833333333672,42.29166666666572
17238906,0,691,439,1,-96.20833333333672,42.29166666666572
17239622,0,691,439,1,-96.20833333333672,42.29166666666572
17239428,0,691,439,1,-96.20833333333672,42.29166666666572
17238910,0,691,439,1,-96.20833333333672,42.29166666666572
17239600,0,691,439,1,-96.20833333333672,42.29166666666572
14624660,0,691,439,1,-96.20833333333672,42.29166666666572
17239556,0,691,439,1,-96.20833333333672,42.29166666666572
17239552,0,691,439,1,-96.20833333333672,42.29166666666572
17238908,0,691,439,1,-96.20833333333672,42.29166666666572
17238918,0,691,439,1,-96.20833333333672,42.29166666666572
17239334,0,691,439,1,-96.20833333333672,42.29166666666572
17239332,0,691,439,1,-96.20833333333672,42.29166666666572
17239646,0,691,439,1,-96.20833333333672,42.29166666666572
14624644,0,691,439,1,-96.20833333333672,42.29166666666572
14624794,0,691,439,1,-96.20833333333672,42.29166666666572
14624790,0,691,439,1,-96.20833333333672,42.29166666666572
17240186,0,691,439,1,-96.20833333333672,42.29166666666572
14624786,0,691,439,1,-96.20833333333672,42.29166666666572
14624832,0,691,439,1,-96.20833333333672,42.29166666666572
17239388,0,691,439,1,-96.20833333333672,42.29166666666572
14621734,0,691,439,1,-96.20833333333672,42.29166666666572
14623086,0,691,439,1,-96.20833333333672,42.29166666666572
14624752,0,691,439,1,-96.20833333333672,42.29166666666572
14624754,0,691,439,1,-96.20833333333672,42.29166666666572
14624816,0,691,439,1,-96.20833333333672,42.29166666666572
17239634,0,691,439,1,-96.20833333333672,42.29166666666572
17239738,0,691,439,1,-96.20833333333672,42.29166666666572
14624798,0,691,439,1,-96.20833333333672,42.29166666666572
17239408,0,691,439,1,-96.20833333333672,42.29166666666572
17239116,0,691,439,1,-96.20833333333672,42.29166666666572
17239522,0,691,439,1,-96.20833333333672,42.29166666666572
17239520,0,691,439,1,-96.20833333333672,42.29166666666572
17239602,0,691,439,1,-96.20833333333672,42.29166666666572
17239374,0,691,439,1,-96.20833333333672,42.29166666666572
14621648,0,691,439,1,-96.20833333333672,42.29166666666572
17239650,0,691,439,1,-96.20833333333672,42.29166666666572
14624664,0,691,439,1,-96.20833333333672,42.29166666666572
14624670,0,691,439,1,-96.20833333333672,42.29166666666572
14624826,0,691,439,1,-96.20833333333672,42.29166666666572
14623044,0,691,439,1,-96.20833333333672,42.29166666666572
14624776,0,691,439,1,-96.20833333333672,42.29166666666572
14624840,0,691,439,1,-96.20833333333672,42.29166666666572
17238998,0,691,439,1,-96.20833333333672,42.29166666666572
17238928,0,691,439,1,-96.20833333333672,42.29166666666572
17239344,0,691,439,1,-96.20833333333672,42.29166666666572
17239664,0,691,439,1,-96.20833333333672,42.29166666666572
14624658,0,691,439,1,-96.20833333333672,42.29166666666572
17239534,0,691,439,1,-96.20833333333672,42.29166666666572
17239564,0,691,439,1,-96.20833333333672,42.29166666666572
17240114,0,691,439,1,-96.20833333333672,42.29166666666572
17238896,0,691,439,1,-96.20833333333672,42.29166666666572
